id,date_intervention,rapport,ordre_travail_id,created_at,technicien_id,statut,date_debut,date_fin,updated_at,problem_description,priority,estimated_duration_minutes,required_materials,machine_id,requested_at,approved_by,approved_at,rejection_reason,actual_failure_type,ml_prediction_matched,retrained,machine_category,symptoms,problem_start_time,frequency,operating_state,load_level,temperature,impact,estimated_loss,similar_issue_before,suggested_cause,suggested_priority,risk_score,intervention_type,root_cause_category,root_cause_description,actions_performed,parts_replaced,tools_used,machine_status_after,plan_hypothesis,check_resolved,check_verification_method,act_preventive_actions,act_recommendations
3605,2024-11-05 00:06:14+00,Réparation OSF terminée. L'outil soumis à 72.5Nm après 205 min de service a présenté des microfissures. Changement complet + recalibration. Formation opérateur sur les signes d'usure excessive.,3605,2024-11-04 21:06:14+00,2,VALIDATED,2024-11-05 00:06:14+00,2024-11-06 03:06:14+00,2024-11-06 03:06:14+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 72.5Nm, Usure outil: 205 min. Rectifieuse Cylindrique.",CRITIQUE,350,"Outil de tournage VNMG 160404, porte-outil DVJNR, roulements SKF 71914 ACD x2",8704,2024-11-04 13:06:14+00,13,2024-11-04 19:06:14+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Déformation visible de l'outil de coupe, bavures excessives sur les pièces usinées",2024-11-02 20:06:14+00,RECURRENT,EN_USINAGE,94,69°C - Échauffement zone de coupe,CASSE_OUTILLAGE,17860€,1,Contrainte structurelle excessive,CRITIQUE,82,CORRECTIVE,SURCONTRAINTE_MECANIQUE,Outil de coupe utilisé bien au-delà de sa durée de vie nominale (>200 min) tout en étant soumis à un couple de coupe excessif (>50Nm). Fatigue mécanique avancée.,Remplacement préventif de tout l'ensemble de coupe. Mise à jour du programme de maintenance préventive basée sur l'usure.,"Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche","Caméra endoscopique, lampe UV pour détection fissures, loupe binoculaire",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,ANALYSE_VIBRATOIRE,Programmer des changements d'outil préventifs basés sur le compteur d'usure et le couple moyen.,Réviser les durées de vie outil dans la base de données outils et réduire les marges de sécurité.
3606,2024-12-17 11:25:44+00,Surcontrainte mécanique résolue. Analyse: fatigue accélérée par combinaison usure (244 min) + charge (51.1Nm). Outillage neuf installé. Capteur d'effort ajouté pour surveillance continue.,3606,2024-12-17 08:25:44+00,12,VALIDATED,2024-12-17 11:25:44+00,2024-12-18 14:25:44+00,2024-12-18 14:25:44+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 51.1Nm, Usure outil: 244 min. Plieuse Hydraulique.",CRITIQUE,463,"Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche",8705,2024-12-17 07:25:44+00,7,2024-12-17 11:25:44+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Vibrations anormales de haute fréquence sur la broche, amplitude dépassant 12mm/s",2024-12-16 14:25:44+00,RECURRENT,EN_USINAGE,92,81°C - Échauffement zone de coupe,DEGRADATION_QUALITE,9434€,1,Contrainte structurelle excessive,CRITIQUE,93,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Défaut de lubrification de la zone de coupe, augmentant le frottement et le couple résistant sur un outil usé, accélérant la défaillance structurelle.",Changement complet de l'outillage et des plaquettes. Installation d'un capteur d'effort pour monitoring en temps réel.,"Plaquettes carbure CNMG 120408, porte-plaquette PCLNR, roulements à billes de broche 7014C","Analyseur de vibrations, comparateur à cadran, jauge d'usure outil, microscope atelier",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,ANALYSE_VIBRATOIRE,Programmer des changements d'outil préventifs basés sur le compteur d'usure et le couple moyen.,Former les opérateurs à la corrélation usure-couple et aux signes précurseurs de surcontrainte.
3607,2024-07-05 12:24:59+00,Défaillance OSF traitée. Cause racine: absence de critère d'arrêt automatique basé sur l'usure. Outil remplacé après 209 min sous 50.4Nm. Seuil d'alerte usure programmé à 180 min.,3607,2024-07-05 02:24:59+00,3,VALIDATED,2024-07-05 12:24:59+00,2024-07-06 03:24:59+00,2024-07-06 03:24:59+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 50.4Nm, Usure outil: 209 min. Cisaille Guillotine.",CRITIQUE,434,"Plaquettes de fraisage APKT 1604, corps de fraise Ø50mm, clavette d'entraînement",8706,2024-07-04 20:24:59+00,6,2024-07-05 02:24:59+00,"""""",OSF,0,0,USINAGE_MECANIQUE,"Écaillage de la surface de coupe, fragments métalliques dans le bac de récupération",2024-07-02 20:24:59+00,RECURRENT,EN_USINAGE,94,58°C - Échauffement zone de coupe,ARRET_PRODUCTION,11628€,1,Contrainte structurelle excessive,CRITIQUE,84,CORRECTIVE,SURCONTRAINTE_MECANIQUE,Outil de coupe utilisé bien au-delà de sa durée de vie nominale (>200 min) tout en étant soumis à un couple de coupe excessif (>50Nm). Fatigue mécanique avancée.,Remplacement complet de l'outil de coupe et du porte-outil. Recalibration de la broche. Mise en place d'un suivi d'usure automatisé.,"Outil de coupe carbure revêtu TiAlN, porte-outil HSK-A63, vis de serrage M8x1.25","Banc de préréglage outil, projecteur de profil, rugosimètre portable",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,INSPECTION_VISUELLE,Programmer des changements d'outil préventifs basés sur le compteur d'usure et le couple moyen.,Réviser les durées de vie outil dans la base de données outils et réduire les marges de sécurité.
3608,2024-12-08 03:05:24+00,Défaillance OSF traitée. Cause racine: absence de critère d'arrêt automatique basé sur l'usure. Outil remplacé après 246 min sous 69.2Nm. Seuil d'alerte usure programmé à 180 min.,3608,2024-12-07 12:05:24+00,9,VALIDATED,2024-12-08 03:05:24+00,2024-12-09 13:05:24+00,2024-12-09 13:05:24+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 69.2Nm, Usure outil: 246 min. Machine d'Insertion Force.",CRITIQUE,350,"Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche",8707,2024-12-07 08:05:24+00,15,2024-12-07 13:05:24+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Augmentation progressive du courant moteur sous charge constante, signe de frottement excessif",2024-12-06 01:05:24+00,PREMIERE_FOIS,EN_USINAGE,81,60°C - Échauffement zone de coupe,RISQUE_SECURITE,11291€,0,Contrainte structurelle excessive,CRITIQUE,89,CORRECTIVE,SURCONTRAINTE_MECANIQUE,Absence de suivi d'usure outil automatisé. L'outil a continué à fonctionner sous charge élevée malgré des signes évidents de fin de vie.,"Démontage, inspection métallurgique des pièces fatiguées, remplacement sélectif. Remontage avec couples de serrage contrôlés.","Alesoir carbure H7, mandrin hydraulique, tirette ISO 40, joints d'étanchéité broche","Caméra endoscopique, lampe UV pour détection fissures, loupe binoculaire",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,INSPECTION_VISUELLE,Programmer des changements d'outil préventifs basés sur le compteur d'usure et le couple moyen.,Intégrer un algorithme prédictif combinant usure et couple pour anticiper les défaillances OSF.
3609,2025-01-24 19:38:39+00,Surcontrainte mécanique résolue. Analyse: fatigue accélérée par combinaison usure (215 min) + charge (53.2Nm). Outillage neuf installé. Capteur d'effort ajouté pour surveillance continue.,3609,2025-01-23 19:38:39+00,12,VALIDATED,2025-01-24 19:38:39+00,2025-01-26 00:38:39+00,2025-01-26 00:38:39+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 53.2Nm, Usure outil: 215 min. Visseuse Couple Élevé.",CRITIQUE,336,"Taraud M12x1.75 HSS-E, mandrin à compensation axiale, bague de contrôle filetage",8708,2025-01-23 12:38:39+00,6,2025-01-23 18:38:39+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Qualité de surface dégradée, rugosité Ra passée de 1.6 à 6.3 µm, outil en fin de vie",2025-01-21 23:38:39+00,INTERMITTENT,EN_PRODUCTION,94,68°C - Échauffement zone de coupe,CASSE_OUTILLAGE,16053€,1,Contrainte structurelle excessive,CRITIQUE,82,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Combinaison de paramètres de coupe inadaptés: avance et profondeur de passe trop élevées sur un outil usé, provoquant une surcontrainte structurelle.","Extraction de l'outil cassé, nettoyage du logement, remplacement par outil neuf. Reprogrammation des paramètres de coupe.","Outil de tournage VNMG 160404, porte-outil DVJNR, roulements SKF 71914 ACD x2","Banc de préréglage outil, projecteur de profil, rugosimètre portable",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,INSPECTION_VISUELLE,Installer un système de suivi d'usure outil en temps réel avec seuil d'arrêt automatique à 180 min.,Intégrer un algorithme prédictif combinant usure et couple pour anticiper les défaillances OSF.
3610,2024-08-02 06:08:51+00,OSF confirmée. L'outil en fin de vie (249 min) a subi un couple de 59.5Nm provoquant une déformation plastique. Remplacement complet de l'ensemble de coupe. Paramètres CN ajustés pour limiter le couple max.,3610,2024-08-01 14:08:51+00,19,VALIDATED,2024-08-02 06:08:51+00,2024-08-03 04:08:51+00,2024-08-03 04:08:51+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 59.5Nm, Usure outil: 249 min. Sertisseuse Industrielle.",CRITIQUE,377,"Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche",8709,2024-08-01 13:08:51+00,13,2024-08-01 19:08:51+00,"""""",OSF,0,0,USINAGE_MECANIQUE,"Jeu mécanique excessif sur le porte-outil, perte de concentricité mesurée à 0.15mm",2024-07-31 03:08:51+00,PREMIERE_FOIS,EN_CHARGE,96,79°C - Échauffement zone de coupe,DEGRADATION_QUALITE,14730€,1,Contrainte structurelle excessive,CRITIQUE,95,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Combinaison de paramètres de coupe inadaptés: avance et profondeur de passe trop élevées sur un outil usé, provoquant une surcontrainte structurelle.",Changement complet de l'outillage et des plaquettes. Installation d'un capteur d'effort pour monitoring en temps réel.,"Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche","Caméra endoscopique, lampe UV pour détection fissures, loupe binoculaire",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,INSPECTION_VISUELLE,Limiter le couple maximum dans le programme CN en fonction de l'usure outil mesurée.,Investir dans un système de bris d'outil automatique avec capteur de force piézoélectrique.
3611,2024-06-21 15:01:51+00,"Intervention structurelle complète. Outil cassé (220 min d'usure, 58.9Nm de couple) extrait et remplacé. Vérification géométrique de la broche OK. Machine qualifiée pour reprise production.",3611,2024-06-20 16:01:51+00,17,VALIDATED,2024-06-21 15:01:51+00,2024-06-22 21:01:51+00,2024-06-22 21:01:51+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 58.9Nm, Usure outil: 220 min. Riveteuse Orbitale.",CRITIQUE,209,"Plaquettes de fraisage APKT 1604, corps de fraise Ø50mm, clavette d'entraînement",8710,2024-06-20 12:01:51+00,14,2024-06-20 13:01:51+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Qualité de surface dégradée, rugosité Ra passée de 1.6 à 6.3 µm, outil en fin de vie",2024-06-19 05:01:51+00,PREMIERE_FOIS,EN_CHARGE,86,52°C - Échauffement zone de coupe,RISQUE_SECURITE,13488€,0,Contrainte structurelle excessive,CRITIQUE,84,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Porte-outil desserré permettant des micro-mouvements sous charge, créant des contraintes alternées fatiguant prématurément l'outil déjà usé.","Démontage de l'ensemble broche, remplacement des roulements et de l'outil. Réalignement et tests de concentricité.","Plaquettes carbure CNMG 120408, porte-plaquette PCLNR, roulements à billes de broche 7014C","Micromètre 0-25mm, pied à coulisse numérique, cales étalon, marbre de contrôle",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,TEST_EN_CHARGE,Installer un système de suivi d'usure outil en temps réel avec seuil d'arrêt automatique à 180 min.,Investir dans un système de bris d'outil automatique avec capteur de force piézoélectrique.
3612,2024-11-25 10:19:43+00,OSF confirmée. L'outil en fin de vie (246 min) a subi un couple de 69.1Nm provoquant une déformation plastique. Remplacement complet de l'ensemble de coupe. Paramètres CN ajustés pour limiter le couple max.,3612,2024-11-24 10:19:43+00,3,VALIDATED,2024-11-25 10:19:43+00,2024-11-26 15:19:43+00,2024-11-26 15:19:43+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 69.1Nm, Usure outil: 246 min. Poinçonneuse CNC.",CRITIQUE,202,"Outil de tournage VNMG 160404, porte-outil DVJNR, roulements SKF 71914 ACD x2",8711,2024-11-24 01:19:43+00,7,2024-11-24 06:19:43+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Déformation visible de l'outil de coupe, bavures excessives sur les pièces usinées",2024-11-23 03:19:43+00,PREMIERE_FOIS,EN_USINAGE,94,65°C - Échauffement zone de coupe,ARRET_PRODUCTION,12339€,1,Contrainte structurelle excessive,CRITIQUE,84,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Roulements de broche usés augmentant le jeu mécanique, amplifié par le couple élevé appliqué. Effet cascade: usure outil → vibrations → surcontrainte.",Remplacement préventif de tout l'ensemble de coupe. Mise à jour du programme de maintenance préventive basée sur l'usure.,"Outil de coupe carbure revêtu TiAlN, porte-outil HSK-A63, vis de serrage M8x1.25","Analyseur de vibrations, comparateur à cadran, jauge d'usure outil, microscope atelier",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,CONTROLE_DIMENSIONNEL,Programmer des changements d'outil préventifs basés sur le compteur d'usure et le couple moyen.,Investir dans un système de bris d'outil automatique avec capteur de force piézoélectrique.
3613,2024-10-05 13:10:14+00,"Intervention structurelle complète. Outil cassé (249 min d'usure, 63.6Nm de couple) extrait et remplacé. Vérification géométrique de la broche OK. Machine qualifiée pour reprise production.",3613,2024-10-05 11:10:14+00,3,VALIDATED,2024-10-05 13:10:14+00,2024-10-06 15:10:14+00,2024-10-06 15:10:14+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 63.6Nm, Usure outil: 249 min. Cintreuse de Tubes.",CRITIQUE,204,"Outil de tournage VNMG 160404, porte-outil DVJNR, roulements SKF 71914 ACD x2",8712,2024-10-05 10:10:14+00,6,2024-10-05 14:10:14+00,"""""",OSF,1,1,USINAGE_MECANIQUE,"Qualité de surface dégradée, rugosité Ra passée de 1.6 à 6.3 µm, outil en fin de vie",2024-10-04 07:10:14+00,PREMIERE_FOIS,EN_USINAGE,80,48°C - Échauffement zone de coupe,RISQUE_SECURITE,12726€,1,Contrainte structurelle excessive,CRITIQUE,92,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Défaut de lubrification de la zone de coupe, augmentant le frottement et le couple résistant sur un outil usé, accélérant la défaillance structurelle.","Extraction de l'outil cassé, nettoyage du logement, remplacement par outil neuf. Reprogrammation des paramètres de coupe.","Plaquettes carbure CNMG 120408, porte-plaquette PCLNR, roulements à billes de broche 7014C","Clé dynamométrique 10-100Nm, extracteur de roulements, presse hydraulique d'atelier",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,TEST_EN_CHARGE,Mettre en place un monitoring continu couple/usure avec alarme combinée OSF.,Investir dans un système de bris d'outil automatique avec capteur de force piézoélectrique.
3614,2024-06-07 04:46:28+00,OSF confirmée. L'outil en fin de vie (236 min) a subi un couple de 53.6Nm provoquant une déformation plastique. Remplacement complet de l'ensemble de coupe. Paramètres CN ajustés pour limiter le couple max.,3614,2024-06-06 06:46:28+00,11,VALIDATED,2024-06-07 04:46:28+00,2024-06-08 11:46:28+00,2024-06-08 11:46:28+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 53.6Nm, Usure outil: 236 min. Machine de Taraudage.",CRITIQUE,444,"Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche",8713,2024-06-06 03:46:28+00,5,2024-06-06 06:46:28+00,"""""",OSF,0,0,USINAGE_MECANIQUE,"Écaillage de la surface de coupe, fragments métalliques dans le bac de récupération",2024-06-04 13:46:28+00,RECURRENT,EN_USINAGE,88,62°C - Échauffement zone de coupe,DEGRADATION_QUALITE,13997€,1,Contrainte structurelle excessive,CRITIQUE,97,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Roulements de broche usés augmentant le jeu mécanique, amplifié par le couple élevé appliqué. Effet cascade: usure outil → vibrations → surcontrainte.","Démontage de l'ensemble broche, remplacement des roulements et de l'outil. Réalignement et tests de concentricité.","Plaquettes de fraisage APKT 1604, corps de fraise Ø50mm, clavette d'entraînement","Caméra endoscopique, lampe UV pour détection fissures, loupe binoculaire",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,ANALYSE_VIBRATOIRE,Installer un système de suivi d'usure outil en temps réel avec seuil d'arrêt automatique à 180 min.,Intégrer un algorithme prédictif combinant usure et couple pour anticiper les défaillances OSF.
